Id,Name,Surname,Division,Manager,Gender,Ethnicity,Disability,Veteran,Age,Nationality
404,Nina,Summers,IT,No,Female,White,No,No,43,Canadian
405,Matthew,Allwood,IT,No,Male,Middle Eastern,No,No,57,Philippine
406,Juliette,Faulkner,Sales,No,Female,White,Prefer not to say,No,29,Indian
407,Denis,Bell,Sales,No,Male,White,No,No,41,Dutch
408,Melinda,Thomas,Finance,No,Male,White,No,No,35,Cuban
409,Danny,White,Marketing,No,Male,White,No,No,36,Ukrainian
410,Michael,Milner,Sales,No,Male,White,No,No,32,Indian
411,Roger,Bryson,Operations,No,Female,White,No,No,36,Canadian
412,Boris,Dickson,Sales,No,Male,White,Yes,No,26,German
413,Eduardo,Drummond,IT,Yes,Female,White,No,No,62,Australian
414,Ronald,Ingham,Sales,No,Male,White,No,No,38,South African
415,Colleen,Archer,Sales,No,Male,White,No,No,34,Canadian
416,Tony,Walton,IT,No,Male,White,Yes,No,61,Moroccan
417,Martin,Spencer,Finance,No,Female,White,No,No,63,Batswana
418,Rosemary,Hunter,Marketing,Yes,Male,White,No,No,41,Czech
419,Makenzie,Stevens,Finance,No,Male,Black,No,No,41,Canadian
420,Brooklyn,Gordon,IT,No,Female,Latin,No,No,63,Canadian
421,Lucy,Tennant,Marketing,No,Male,White,No,No,27,Sri Lankan
422,Carter,Smith,Operations,No,Male,White,No,No,45,Indian
423,Brad,Benson,Marketing,No,Female,White,No,No,33,Canadian
424,Chuck,Eaton,Operations,No,Female,Prefer not to say,No,No,52,British
425,Roger,Walton,Marketing,Yes,Male,White,No,No,25,Korean
426,Julian,Griffiths,IT,No,Female,Asian,No,No,32,Canadian
427,Johnny,Purvis,Sales,No,Female,Asian,Yes,No,25,American
428,Bryon,Tutton,IT,No,Male,White,Yes,No,26,Canadian
429,Olivia,Mitchell,Marketing,No,Male,White,No,No,36,Canadian
430,Julia,Flynn,Sales,No,Male,White,No,No,37,Afghan
431,Julian,Cooper,Marketing,Yes,Male,White,No,No,35,Lithuanian
432,Noah,Thomas,HR,No,Male,White,No,No,57,American
433,Cedrick,Gregory,Marketing,Yes,Male,White,No,No,37,Canadian
434,Alex,Jones,Finance,No,Female,White,No,No,41,Indian
435,Nick,Newman,Operations,No,Female,White,No,No,33,Canadian
436,Maribel,Shaw,Marketing,No,Male,White,No,No,45,Canadian
437,Quinn,Turner,IT,No,Female,Black,No,No,30,American
438,Holly,Hancock,Operations,No,Female,White,No,No,45,Venezuelan
439,Angel,Ellis,IT,Yes,Male,White,Yes,No,35,German
440,Alexia,Durrant,Marketing,No,Male,White,No,No,33,Indian
441,Felicity,Page,IT,No,Male,White,Prefer not to say,No,45,Chinese
442,Cara,Rees,IT,No,Female,White,Yes,No,39,Canadian
443,Chris,Driscoll,IT,No,Female,White,No,No,41,British
444,Ronald,Abbot,IT,No,Male,Asian,No,No,62,Canadian
445,Hannah,Young,IT,Yes,Male,White,No,No,44,Ghanaian
446,Ivy,Boyle,Sales,Yes,Female,White,No,No,38,Canadian
447,Faith,Alldridge,RD,No,Male,Middle Eastern,No,No,55,Canadian
448,Abdul,Reese,HR,No,Female,White,No,No,46,Canadian
449,John,Faulkner,Sales,No,Female,Asian,Yes,No,43,American
450,Gabriel,Everett,Operations,No,Male,White,No,No,36,Canadian
451,Tom,Hunter,IT,No,Male,White,No,No,51,American
452,Javier,Mcgee,IT,No,Prefer not to say,White,No,No,43,Indian
453,Camila,Holt,Marketing,No,Male,White,No,No,31,Canadian
454,Estrella,Terry,IT,No,Female,White,No,No,53,Canadian
455,Norah,Vinton,Marketing,No,Female,Asian,No,No,35,Canadian
456,Logan,Horton,Sales,No,Male,Asian,No,No,43,Canadian
457,George,Harris,Sales,No,Female,Asian,No,No,39,Canadian
458,Ally,Moran,Sales,No,Female,White,No,No,31,British
459,Susan,Lloyd,IT,Yes,Female,White,No,No,36,Dominican
460,Ramon,Eyres,HR,No,Female,White,No,No,44,Canadian
461,Percy,Darcy,RD,No,Female,White,No,No,43,Norwegian
462,Liam,Richardson,Marketing,Yes,Female,Asian,Yes,No,29,Bangladeshi
463,Caleb,Harris,HR,No,Male,White,No,No,38,Canadian
464,Roger,Furnell,Operations,No,Female,White,No,No,42,Indian
465,Alexander,Ranks,IT,No,Female,White,No,No,24,Canadian
466,Selena,Wilkinson,RD,No,Male,White,No,No,48,Canadian
467,Denis,Thompson,IT,No,Male,White,No,No,32,Iraqi
468,Joyce,Gaynor,Sales,No,Female,Black,Yes,No,30,Canadian
469,Abbey,Sheldon,Operations,No,Male,White,Yes,No,34,Indian
470,Enoch,Middleton,Marketing,No,Male,Asian,No,No,49,Canadian
471,Roger,Payne,Sales,No,Male,White,No,No,39,Philippine
472,Tyler,Preston,Finance,No,Male,White,Yes,No,31,Canadian
473,Zoe,Walker,Finance,No,Female,White,No,No,33,Indian
474,Mina,Cann,Finance,No,Male,Asian,No,No,37,Canadian
475,Logan,Gaynor,IT,No,Male,Latin,No,No,30,Jamaican
476,Sarah,Tennant,HR,No,Female,White,No,No,26,Indian
477,Aurelia,Mason,Sales,No,Female,White,No,No,36,Moroccan
478,Ally,Rainford,IT,No,Male,White,No,No,27,Canadian
479,Russel,Samuel,Operations,No,Male,White,No,No,25,Canadian
480,Matthew,Knight,Marketing,No,Female,White,No,No,56,Canadian
481,Ethan,Oakley,Marketing,No,Female,Prefer not to say,Yes,No,43,Canadian
482,Rose,Walsh,Finance,No,Female,Latin,No,No,40,American
483,Marvin,Evans,Sales,No,Transgender,Other,No,No,41,British
484,Denny,Gardner,Marketing,No,Prefer not to say,White,No,No,43,American
485,Sebastian,Edmonds,IT,Yes,Female,White,No,No,36,Philippine
486,Caydence,Clifton,RD,No,Female,Prefer not to say,No,No,41,Canadian
487,Nina,Mitchell,HR,No,Female,Black,No,No,32,Canadian
488,Carrie,Stevens,Sales,No,Male,Black,No,No,27,Ukrainian
489,Mike,Taylor,HR,No,Male,White,No,Yes,41,Canadian
490,Ronald,Hancock,HR,Yes,Female,White,No,No,42,Moroccan
491,Ron,Morrow,Sales,No,Male,White,Prefer not to say,No,42,Canadian
492,Bart,Goldsmith,Sales,No,Female,White,No,No,40,Ghanaian
493,Ema,Morrison,IT,No,Female,White,Yes,No,40,Canadian
494,Daphne,Pitt,Operations,No,Male,White,No,No,38,Vietnamese
495,Bethany,Thompson,Marketing,No,Male,White,No,No,28,Moroccan
496,Barney,Mitchell,Marketing,No,Male,White,No,No,51,Canadian
497,Mackenzie,Fowler,Sales,No,Female,Middle Eastern,No,No,45,Canadian
498,Priscilla,Rycroft,Finance,No,Female,White,No,No,58,Canadian
499,Clint,Baker,HR,No,Male,White,No,No,40,Korean
500,Daria,Sloan,Finance,Yes,Male,Latin,Yes,No,44,Lebanese
501,Daron,Johnson,IT,No,Female,Other,No,No,39,Costa Rican
502,Summer,Button,Marketing,No,Male,White,No,No,33,American
503,Kurt,Martin,IT,No,Male,White,Yes,No,25,Bolivian
504,Owen,Locke,IT,No,Male,White,No,No,37,Paraguayan
505,Kassandra,Ianson,Marketing,No,Male,White,No,No,63,Greek
506,Valerie,Weston,Finance,No,Male,White,No,No,63,Polish
507,Ryan,Shields,Finance,No,Male,Middle Eastern,No,No,33,Canadian
508,Isla,Osman,Sales,No,Female,Asian,Yes,No,37,Canadian
509,Ronald,Harrison,IT,No,Male,Asian,Prefer not to say,No,28,Canadian
510,Jennifer,Buckley,Operations,No,Female,White,Yes,No,28,Ukrainian
511,Sadie,Higgs,Finance,No,Male,White,Yes,No,30,Malaysian
512,Rowan,Norris,HR,No,Male,White,No,No,48,Indian
513,John,James,Sales,No,Male,White,No,No,38,Nigerian
514,Wade,Mills,Operations,No,Male,Other,No,No,26,Canadian
515,Luke,Neal,Operations,No,Female,White,No,No,40,Canadian
516,Nate,Hopkinson,Marketing,No,Male,White,No,No,28,Vietnamese
517,John,Hunt,Operations,No,Male,White,No,No,31,Tongan
518,Aeris,Groves,Sales,No,Male,Other,Yes,No,39,Libyan
519,Remy,Gosling,Operations,Yes,Transgender,White,No,No,37,German
520,Sarah,Jenkin,IT,No,Female,Asian,No,No,34,Kuwaiti
521,Tyson,Yang,IT,No,Female,White,Yes,No,26,American
522,Mason,Poulton,Sales,No,Female,White,No,Prefer not to say,42,Canadian
523,Rick,Quinnell,Sales,No,Female,White,No,No,62,Canadian
524,Jazmin,Foxley,IT,Yes,Female,White,No,No,28,Canadian
525,Daniel,Devonport,Marketing,No,Male,White,No,No,25,Canadian
526,Ryan,Marshall,Sales,No,Male,White,No,No,39,American
527,Hayden,Jackson,Sales,No,Male,White,No,No,35,Lao
528,Abdul,Milner,Finance,No,Female,White,Yes,No,45,Indian
529,Owen,Janes,IT,No,Female,White,Yes,No,60,Australian
530,Angela,Knight,Operations,No,Female,White,Yes,No,31,Indian
531,Ron,Kelly,Marketing,No,Male,White,No,No,40,American
532,Tyler,Clark,IT,No,Male,White,No,No,44,Canadian
533,Davina,Bingham,Operations,No,Female,White,No,No,45,American
534,Boris,Thompson,Sales,No,Female,Asian,No,No,39,American
535,Hayden,Thompson,Finance,No,Male,White,No,No,26,Bangladeshi
536,Holly,Hall,Sales,No,Prefer not to say,White,Yes,No,24,Korean
537,Cristal,Pitt,Operations,Yes,Female,White,Yes,No,30,Irish
538,Sebastian,Whitehouse,Finance,No,Male,White,No,No,57,Polish
539,Matthew,Aldridge,Sales,No,Male,Middle Eastern,Prefer not to say,No,49,Canadian
540,Isabel,Taylor,IT,Yes,Male,Latin,No,No,38,Argentinian
541,Dani,Uttridge,Sales,No,Female,White,No,No,26,Namibian
542,Percy,Rose,Marketing,No,Male,White,Yes,No,49,Canadian
543,Emmanuelle,Norris,Sales,No,Male,White,Yes,No,41,Colombian
544,Bob,Gosling,Operations,No,Male,White,No,No,25,Canadian
545,Fred,King,IT,No,Male,White,No,No,32,Canadian
546,Rocco,Mackenzie,Sales,No,Male,White,No,No,38,British
547,Clarissa,Wise,HR,No,Female,White,No,No,45,Korean
548,Logan,Little,Sales,No,Female,White,No,No,52,Bangladeshi
549,Cedrick,Hammond,IT,No,Male,White,Prefer not to say,No,45,Bangladeshi
550,Clint,Hope,Sales,No,Male,White,No,No,26,Indonesian
551,Julianna,Freeburn,Operations,No,Male,White,No,No,29,Canadian
552,Willow,Mcleod,HR,No,Female,White,No,No,53,Canadian
553,Roger,Lane,Finance,No,Male,White,No,No,44,Canadian
554,Lorraine,Shea,Sales,No,Female,Middle Eastern,No,No,32,Indonesian
555,Bryce,Boden,IT,No,Male,White,No,No,37,Indian
556,Rocco,Leigh,RD,No,Male,White,Yes,No,27,Canadian
557,Matthew,Camden,IT,No,Female,White,No,No,28,Canadian
558,Alison,Myatt,Marketing,No,Prefer not to say,White,No,No,32,American
559,Mason,Garcia,Operations,No,Prefer not to say,White,No,No,26,Korean
560,Clarissa,Bullock,Finance,No,Female,White,Yes,No,38,Canadian
561,Jazmin,Franks,IT,No,Female,White,No,No,40,Canadian
562,Luke,Lloyd,Marketing,No,Female,Black,No,No,29,Canadian
563,Mike,Carpenter,Sales,No,Transgender,White,No,No,65,Cuban
564,Susan,Wallace,Sales,No,Male,White,Yes,No,29,American
565,Chris,Hammond,IT,No,Female,White,No,No,60,Indian
566,Rocco,Veale,Finance,No,Male,White,No,No,41,Russian
567,Daniel,Michael,Sales,No,Female,Asian,No,No,45,Canadian
568,Rhea,Lucas,Finance,No,Male,White,No,No,37,Canadian
569,Isabel,Robinson,IT,No,Male,Asian,No,No,27,Canadian
570,Rufus,Callan,IT,No,Male,White,No,No,26,Indian
571,Boris,Page,Operations,No,Male,Middle Eastern,Yes,No,44,Indian
572,Domenic,Tanner,Marketing,No,Female,White,No,No,39,Canadian
573,Hayden,Judd,Sales,No,Male,White,No,No,36,Canadian
574,Chris,Murray,Sales,Yes,Male,White,Yes,No,30,Colombian
575,Carmella,Holmes,Marketing,No,Male,White,Yes,No,34,Indian
576,Lara,Andrews,Sales,No,Female,White,No,No,55,Canadian
577,Jacob,Hooper,Sales,No,Female,Asian,No,No,36,Canadian
578,Sarah,Jefferson,Marketing,No,Male,Asian,No,No,28,Canadian
579,Gemma,Gaynor,HR,No,Female,Asian,Yes,No,43,Canadian
580,Bridget,Asher,Sales,No,Female,Black,No,No,27,Ecuadorian
581,Elijah,Coates,Marketing,No,Female,White,Yes,No,54,Australian
582,Aileen,Forth,IT,No,Male,White,No,No,32,Canadian
583,Hayden,Glynn,IT,No,Prefer not to say,Latin,No,No,35,British
584,Monica,Gates,Finance,No,Male,White,No,No,43,Canadian
585,Liam,Kaur,Operations,No,Male,White,No,No,58,Canadian
586,Ruby,Andrews,Finance,No,Female,White,No,No,38,Indian
587,Analise,Lindsay,Sales,No,Male,White,No,No,51,Canadian
588,Olivia,Ross,Finance,No,Prefer not to say,Black,No,No,26,Canadian
589,Enoch,Martin,Finance,No,Male,White,No,No,64,Canadian
590,Jayden,Thomson,Finance,No,Male,Asian,No,No,37,Korean
591,Eileen,Turner,Sales,No,Female,White,No,No,59,German
592,Ruby,Coates,Marketing,No,Male,White,No,No,33,Canadian
593,Rebecca,Burnley,IT,No,Male,Asian,Yes,No,29,American
594,Johnathan,Malone,Marketing,No,Female,White,No,No,38,Nepalese
595,Rick,Corbett,Marketing,No,Male,White,No,No,50,Canadian
596,Rufus,Connell,IT,No,Male,White,No,No,29,Bolivian
597,Britney,Pierce,Sales,Yes,Female,Black,No,No,36,Canadian
598,Julian,Dallas,Marketing,No,Male,Asian,No,No,33,Canadian
599,Rosa,Roberts,Sales,No,Male,White,No,No,44,American
600,David,Everett,Finance,No,Female,White,No,No,45,Canadian
601,Sofie,Saunders,Marketing,No,Male,White,No,No,38,Vietnamese
602,Maxwell,Swan,Operations,No,Male,White,Yes,No,41,Canadian
603,Ember,Ashwell,Operations,Yes,Male,White,No,No,63,Canadian
604,Katelyn,Wilson,Marketing,No,Male,White,No,No,56,Singaporean
605,Gina,Buckley,Operations,No,Male,White,No,No,38,English
606,Florence,Dowson,Operations,No,Male,White,No,No,27,Latvian
607,Jayden,Newton,Operations,No,Female,Latin,No,No,28,English
608,Hayden,Morris,Sales,No,Male,White,Yes,No,60,Canadian
609,Nicholas,Collis,Finance,No,Female,White,Prefer not to say,No,32,German
610,Chris,Turner,Finance,Yes,Female,Prefer not to say,No,No,39,French
611,Oliver,Huggins,Operations,No,Male,Middle Eastern,No,No,32,Indian
612,Tania,Jordan,RD,No,Female,White,No,No,61,Indian
613,Tyson,Lynn,HR,No,Female,Asian,No,No,31,Canadian
614,Jane,Randall,IT,No,Male,White,No,No,27,English
615,Enoch,Edwards,IT,No,Male,White,No,No,35,Vietnamese
616,Nick,Watson,Finance,No,Female,White,No,No,63,Canadian
617,Cristal,Thorpe,IT,No,Male,White,No,No,42,American
618,Phillip,Redden,Marketing,No,Female,Asian,No,No,32,Canadian
619,Mandy,Pitt,IT,No,Male,White,No,No,34,Canadian
620,Doug,Oswald,IT,No,Female,White,No,No,28,Nepalese
621,George,Robe,Sales,No,Male,White,Prefer not to say,No,37,Canadian
622,Bart,Page,Finance,Yes,Female,Middle Eastern,No,No,31,Canadian
623,Renee,Stewart,Operations,No,Male,Black,Yes,No,35,Icelandic
624,Leah,Buckley,Sales,Yes,Male,White,No,No,28,Australian
625,Julian,Walton,Sales,No,Female,White,Yes,No,36,Indian
626,Leroy,King,Finance,No,Female,Asian,No,No,59,Canadian
627,Leilani,Rixon,Finance,No,Prefer not to say,White,No,No,39,Canadian
628,Barry,Andrews,Sales,No,Male,White,No,No,27,Canadian
629,David,Gordon,Marketing,Yes,Female,White,No,No,42,British
630,Hayden,Ross,Sales,No,Male,Asian,Yes,No,49,Zimbabwean
631,Sharon,Reyes,HR,No,Male,White,No,No,39,Canadian
632,Michael,Evans,Marketing,No,Male,White,Prefer not to say,No,38,Korean
633,Ryan,Ellis,HR,No,Female,White,No,No,32,American
634,Emery,Wilson,Marketing,No,Male,White,No,No,30,Malaysian
635,Marie,Weasley,Sales,No,Male,Black,No,No,26,Canadian
636,Owen,Morrow,HR,Yes,Male,White,No,No,34,Canadian
637,Wade,Robe,Operations,No,Male,Black,No,No,30,Mozambican
638,Elijah,Locke,HR,No,Female,White,Yes,No,36,Canadian
639,Elijah,Jenkins,Finance,No,Male,Asian,No,No,42,Canadian
640,Jaylene,Newman,IT,No,Male,White,Yes,No,25,English
641,Sienna,Drake,Marketing,Yes,Female,Asian,No,No,32,Malaysian
642,Gwen,Vaughn,Operations,No,Female,Asian,No,No,36,Tunisian
643,Moira,Dickson,Finance,No,Male,White,No,No,30,Romanian
644,Clint,Button,Sales,No,Male,White,No,No,47,Canadian
645,Marjorie,Whitmore,IT,No,Male,White,No,No,41,American
646,Javier,Moss,IT,No,Female,Asian,No,No,27,Ukrainian
647,Javier,Yang,Sales,No,Male,White,No,No,50,Bangladeshi
648,Madelyn,Lee,Sales,No,Female,White,Yes,No,35,Canadian
649,Leilani,Dann,Sales,No,Female,Black,No,No,36,American
650,Rick,Keys,RD,No,Female,Black,No,No,36,American
651,Harry,Page,IT,No,Female,White,Prefer not to say,No,28,Canadian
652,Alan,Owen,Sales,No,Female,Asian,No,No,64,Canadian
653,Harriet,Abbot,IT,No,Male,White,No,No,27,Canadian
654,Havana,Roman,IT,No,Male,White,No,No,27,Cuban
655,Erick,Graham,IT,No,Male,White,No,No,47,English
656,Gloria,Stevens,Sales,No,Female,White,No,No,26,Vietnamese
657,Agnes,Pickard,IT,Yes,Male,White,No,No,35,Nicaraguan
658,Benjamin,Truscott,IT,No,Male,Middle Eastern,No,No,32,Egyptian
659,Maxwell,Snow,Sales,No,Male,White,No,No,36,Indian
660,Kirsten,Campbell,IT,No,Female,White,No,No,32,Canadian
661,Rae,Parsons,IT,No,Male,Black,No,No,32,English
662,Aiden,Callan,Finance,No,Male,White,No,No,48,Canadian
663,George,Emmott,Finance,No,Male,White,No,No,26,Canadian
664,Estrella,Avery,Finance,No,Female,White,No,No,31,Canadian
665,Selena,Thorne,Marketing,No,Male,White,No,No,45,Tongan
666,William,Potter,IT,No,Male,White,No,No,45,Australian
667,Logan,Parker,IT,No,Male,White,Yes,No,45,Indian
668,Payton,Bradley,Marketing,No,Prefer not to say,White,No,No,41,Indonesian
669,Eden,Alcroft,IT,No,Prefer not to say,White,No,No,41,Colombian
670,Jack,Quinnell,Finance,No,Male,Asian,Yes,No,30,Malaysian
671,Fred,Uddin,Sales,No,Female,White,No,No,58,Canadian
672,Alma,Coll,Operations,No,Male,White,No,No,33,Canadian
673,John,Richardson,IT,No,Male,White,No,No,31,American
674,Mabel,Butler,HR,No,Male,Black,No,No,42,Canadian
675,Enoch,Powell,IT,No,Male,White,No,No,32,Polish
676,Benjamin,Mcgee,Finance,No,Female,White,No,No,40,Russian
677,Nate,Eastwood,HR,No,Female,Asian,No,No,41,Canadian
678,Marjorie,Rowlands,HR,No,Male,White,No,No,36,Ukrainian
679,Sara,Stark,Finance,No,Male,White,No,No,52,Indonesian
680,Cassidy,Morris,Sales,No,Male,White,No,No,39,American
681,Johnny,Farrow,Finance,No,Male,White,No,No,42,Canadian
682,Ronald,Quinn,HR,No,Male,Asian,No,No,53,Canadian
683,Ilona,Parr,HR,No,Male,White,No,No,61,Ukrainian
684,Sara,Kennedy,Operations,No,Male,White,No,No,31,Canadian
685,Cara,Dallas,Marketing,No,Male,Asian,No,No,32,Indian
686,Bethany,Taylor,Finance,No,Female,White,No,No,26,Canadian
687,Owen,Tait,Sales,No,Male,White,Yes,No,46,Canadian
688,Ron,Forth,Marketing,No,Male,White,No,No,27,Malaysian
689,Erick,Norman,Marketing,No,Male,Black,No,No,30,American
690,Tiffany,Sylvester,Marketing,No,Male,White,No,No,38,Indian
691,Mark,Oakley,IT,No,Male,White,No,No,34,English
692,Harvey,Robinson,Sales,Yes,Male,Asian,No,No,41,Russian
693,Chester,Stone,Finance,No,Female,Black,No,No,27,Indian
694,Sonya,Howard,Sales,No,Male,Middle Eastern,No,No,24,Indian
695,Amelia,Gosling,IT,No,Male,Asian,No,No,30,Russian
696,Julia,Becker,Sales,No,Female,Asian,No,No,37,Vietnamese
697,Mason,Kidd,HR,No,Male,White,Yes,No,40,Chinese
698,Elisabeth,Rose,IT,No,Male,White,No,No,28,Korean
699,Chuck,Matthews,HR,No,Male,Asian,No,No,58,Philippine
700,Mina,Gilbert,Marketing,No,Male,White,No,No,34,Canadian
701,Ryan,Pickard,Marketing,No,Other,Asian,No,No,47,Canadian
702,Martin,Hobbs,Sales,No,Male,Asian,No,No,55,Ukrainian
703,Miley,Tobin,Operations,Yes,Female,Middle Eastern,No,No,57,American
704,Gabriel,Dale,IT,No,Female,Asian,Yes,No,39,American
705,Eduardo,Goodman,Sales,No,Male,White,Yes,No,33,Polish
706,Mackenzie,Saunders,HR,No,Female,White,No,No,38,Indian
707,Alice,Kidd,Sales,No,Male,White,No,No,37,American
708,Olivia,Lunt,HR,No,Male,White,No,No,43,Canadian
709,Eduardo,Watson,Operations,No,Female,White,No,No,40,Canadian
710,Domenic,Whatson,Finance,No,Male,White,No,No,27,Canadian
711,Phoebe,Lucas,HR,No,Female,Other,No,No,53,British
712,Michael,Davies,Marketing,No,Male,Asian,No,No,30,Malaysian
713,Gwenyth,Hood,Operations,No,Male,White,No,No,27,German
714,Luke,Santos,Marketing,No,Male,Asian,No,No,44,Mexican
715,Erick,Collins,Sales,No,Female,Asian,Yes,No,55,Canadian
716,Michaela,Ellis,IT,No,Transgender,White,No,No,51,Canadian
717,Matt,Reese,IT,No,Male,White,No,No,34,British
718,Bob,Santos,Marketing,No,Male,White,No,No,34,Colombian
719,Mark,Addis,Finance,No,Female,White,No,No,45,Canadian
720,Danny,Bayliss,Finance,No,Male,White,No,No,25,Polish
721,Percy,Cork,Sales,No,Prefer not to say,White,No,No,31,Canadian
722,Luke,Gardner,Marketing,No,Female,Asian,No,No,42,Canadian
723,Kirsten,Martin,Marketing,No,Male,White,No,No,30,English
724,Estrella,Gregory,Sales,No,Male,Asian,No,No,28,Canadian
725,Mark,Gates,Marketing,No,Male,White,No,No,34,German
726,Erick,Holmes,IT,No,Female,Asian,No,No,31,Philippine
727,Norah,Milner,Marketing,No,Male,White,No,No,25,Vietnamese
728,Makena,Lindop,IT,No,Female,Asian,No,No,30,Canadian
729,Chad,Ballard,Sales,No,Male,Prefer not to say,No,No,54,Canadian
730,Hadley,Brennan,IT,No,Male,Asian,No,No,36,Vietnamese
731,Manuel,Ellison,Sales,No,Male,White,Prefer not to say,No,43,Canadian
732,Eve,Bolton,Sales,No,Male,Asian,Yes,No,25,Canadian
733,Cassidy,James,Marketing,No,Female,Asian,Yes,No,49,British
734,Aurelia,Grady,Operations,No,Other,White,Yes,No,38,Indian
735,Danny,Mcgee,IT,No,Male,White,No,No,36,American
736,Wade,Parr,IT,Yes,Female,Asian,No,No,29,Philippine
737,Aiden,Ogilvy,RD,Yes,Female,White,No,No,43,Canadian
738,Shelby,Mould,IT,No,Male,Black,No,No,37,Canadian
739,Ilona,Ramsey,Sales,No,Female,White,No,No,28,Polish
740,Domenic,Horton,Sales,No,Male,White,No,No,36,English
741,Percy,Phillips,IT,No,Male,White,No,No,43,American
742,Chuck,Shaw,Finance,No,Male,Asian,Yes,No,42,American
743,Ally,Knight,Marketing,No,Male,White,No,No,44,Philippine
744,Caitlyn,Squire,HR,No,Male,White,No,No,42,Canadian
745,Sloane,Parker,Sales,No,Female,White,No,No,38,American
746,Norah,Connor,RD,No,Male,White,No,No,34,Canadian
747,Sadie,Boden,Operations,No,Female,White,No,No,45,Mexican
748,Chuck,Ramsey,Sales,No,Male,White,No,No,53,Canadian
749,Belinda,Kirby,Operations,No,Male,White,No,No,40,American
750,Eden,Jordan,Sales,No,Male,White,No,No,45,Ukrainian
751,Carter,Harrington,HR,No,Female,Black,No,No,32,Canadian
752,Brad,Exton,Finance,No,Female,White,No,No,40,Indian
753,Kurt,Collingwood,IT,No,Female,White,No,No,52,Chinese
754,Gabriel,Truscott,HR,No,Female,White,No,No,39,Canadian
755,Cherish,Thatcher,Sales,No,Male,White,No,No,39,Korean
756,Hope,Ripley,Finance,No,Male,Asian,No,No,38,Canadian
757,George,Thomson,Finance,No,Female,White,No,No,35,Belgian
758,Daniel,Stubbs,IT,No,Female,White,Prefer not to say,No,47,Canadian
759,Carl,Fall,Finance,No,Non-binary/non-conforming,Black,No,No,42,Canadian
760,Denny,Armstrong,Marketing,No,Male,Middle Eastern,No,No,27,Kenyan
761,Angelique,Flanders,Sales,No,Male,White,No,No,28,Canadian
762,Tony,Thompson,RD,No,Female,White,No,No,53,Ecuadorian
763,Bernadette,Upton,IT,No,Female,White,Yes,No,27,German
764,Enoch,Bennett,HR,No,Male,White,No,No,32,Canadian
765,Willow,Hobbs,Marketing,No,Female,White,No,No,36,Canadian
766,Hayden,Gordon,IT,No,Male,White,No,No,35,English
767,Christy,Knott,HR,No,Prefer not to say,White,No,No,39,American
768,Lillian,Grant,Finance,No,Male,White,Yes,No,32,American
769,Rick,Raven,RD,No,Female,White,No,No,44,Moroccan
